WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,
0,1992,Sevilla,Real Burgos,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,José Emilio Blanco Cabezón,José Manuel Freire Chapela,Zsolt Limperger,Julen del Val Zenarruzabieta,Joseba Aguirre López,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,Juan José Vallina Santos,Michel Boerebach,Miguel González Bastón,Jesús María Bastida Montoya,Florencio Villalba Bogado
1,1992,Real Burgos,Osasuna,1-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Juan José Vallina Santos,José Manuel Freire Chapela,Joseba Aguirre López,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,Alejandro Rodríguez López,Miguel González Bastón,Narciso Manuel Rodríguez de Armas,Florencio Villalba Bogado
0,1993,Elche,Real Burgos,2-1,José Ignacio García Sendín,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,Joseba Aguirre López,Zsolt Limperger,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Antonio Ballina Avilés,José Ángel Ruiz López,Eduardo Vélez Díez,José Emilio Blanco Cabezón,,,
0,1993,Real Burgos,Español,1-1,Miguel González Bastón,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,Eduardo Vélez Díez,José Ángel Ruiz López,José Antonio Ballina Avilés,Ángel Barrientos Pastrana,Emilio Ángel Fenoll Mora,José Ignacio García Sendín,Julen del Val Zenarruzabieta,Luis Fernando Fernández Rodríguez
0,1993,Mérida,Real Burgos,5-0,Miguel González Bastón,Jesús María Bastida Montoya,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,José Emilio Blanco Cabezón,Zsolt Limperger,Julen del Val Zenarruzabieta,Joseba Aguirre López,José Manuel Freire Chapela,José Ángel Ruiz López,Eduardo Vélez Díez,José Antonio Quiroga Fernández,José Antonio Ballina Avilés,,,
1,1993,Real Burgos,Elche,3-2,José Ignacio García Sendín,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,José Ángel Ruiz López,José Antonio Ballina Avilés,Eduardo Vélez Díez,José Emilio Blanco Cabezón,Emilio Ángel Fenoll Mora,,,
1,1993,Real Burgos,Hércules,2-0,Miguel González Bastón,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,José Antonio Ballina Avilés,José Ángel Ruiz López,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,Juan José Rodríguez Aguado,,,
0,1993,Villarreal,Real Burgos,0-0,Miguel González Bastón,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Luis Fernando Fernández Rodríguez,Zsolt Limperger,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Ángel Barrientos Pastrana,José Antonio Ballina Avilés,,,
1,1993,Real Burgos,Compostela,3-1,Miguel González Bastón,Jesús María Bastida Montoya,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Zsolt Limperger,José Antonio Ballina Avilés,José Ángel Ruiz López,Eduardo Vélez Díez,Ángel Barrientos Pastrana,Emilio Ángel Fenoll Mora,,,
0,1993,Mallorca,Real Burgos,1-0,Miguel González Bastón,Jesús María Bastida Montoya,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Zsolt Limperger,José Ángel Ruiz López,Eduardo Vélez Díez,José Emilio Blanco Cabezón,Emilio Ángel Fenoll Mora,,,
1,1993,Real Burgos,Atlético Marbella,2-1,Miguel González Bastón,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Francisco Javier Baquero Royo,Ángel Barrientos Pastrana,,,
0,1993,Toledo,Real Burgos,0-0,Miguel González Bastón,Jesús María Bastida Montoya,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,Francisco Javier Baquero Royo,José Antonio Quiroga Fernández,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,José Ángel Ruiz López,Eduardo Vélez Díez,José Antonio Ballina Avilés,Emilio Ángel Fenoll Mora,,,
1,1993,Real Burgos,Athletic Club B,3-1,Miguel González Bastón,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Ángel Barrientos Pastrana,José Antonio Ballina Avilés,,,
0,1993,Palamós,Real Burgos,3-3,Miguel González Bastón,Jesús María Bastida Montoya,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,Francisco Javier Baquero Royo,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,José Ángel Ruiz López,José Antonio Ballina Avilés,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,,,
0,1993,Real Burgos,Barcelona B,1-4,Miguel González Bastón,Jesús María Bastida Montoya,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,José Antonio Quiroga Fernández,Zsolt Limperger,Joseba Aguirre López,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,José Antonio Ballina Avilés,Eduardo Vélez Díez,,,
0,1993,Badajoz,Real Burgos,5-1,Miguel González Bastón,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Antonio Ballina Avilés,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,Francisco Javier Baquero Royo,,,
1,1993,Real Burgos,Murcia,2-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,José Antonio Ballina Avilés,,,
0,1993,Castellón,Real Burgos,0-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,Zsolt Limperger,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Ángel Barrientos Pastrana,José Antonio Quiroga Fernández,,,
1,1993,Real Burgos,Cádiz,2-1,José Ignacio García Sendín,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,Julen del Val Zenarruzabieta,Zsolt Limperger,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,José Antonio Quiroga Fernández,Ángel Barrientos Pastrana,,,
0,1993,Leganés,Real Burgos,3-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,José Antonio Quiroga Fernández,Zsolt Limperger,José Manuel Freire Chapela,Eduardo Vélez Díez,José Ángel Ruiz López,Emilio Ángel Fenoll Mora,Ángel Barrientos Pastrana,,,
0,1993,Real Burgos,Real Madrid B,1-3,José Ignacio García Sendín,Javier Olaizola Rodríguez,Jesús María Bastida Montoya,Antonio Doncel Valcárcel,José Emilio Blanco Cabezón,José Antonio Quiroga Fernández,Joseba Aguirre López,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,José Antonio Ballina Avilés,Eduardo Vélez Díez,,,
0,1993,Betis,Real Burgos,1-0,Miguel González Bastón,Antonio Doncel Valcárcel,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,José Emilio Blanco Cabezón,Julen del Val Zenarruzabieta,Joseba Aguirre López,José Manuel Freire Chapela,José Ángel Ruiz López,Eduardo Vélez Díez,Juan José Rodríguez Aguado,Emilio Ángel Fenoll Mora,,,
1,1993,Real Burgos,Eibar,5-0,Miguel González Bastón,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Antonio Ballina Avilés,Eduardo Vélez Díez,Félix Santamaría Ordóñez,Juan José Rodríguez Aguado,,,
0,1993,Español,Real Burgos,3-0,Miguel González Bastón,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Julen del Val Zenarruzabieta,José Emilio Blanco Cabezón,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,José Antonio Ballina Avilés,Juan José Rodríguez Aguado,José Ignacio García Sendín,Luis Fernando Fernández Rodríguez,Félix Santamaría Ordóñez
0,1993,Real Burgos,Mérida,1-2,Miguel González Bastón,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Antonio Ballina Avilés,Eduardo Vélez Díez,José Emilio Blanco Cabezón,José Ángel Ruiz López,,,
0,1993,Hércules,Real Burgos,3-0,Miguel González Bastón,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Joseba Aguirre López,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,José Antonio Ballina Avilés,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,,,,
0,1993,Real Burgos,Villarreal,0-1,Miguel González Bastón,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,José Manuel Freire Chapela,Julen del Val Zenarruzabieta,Emilio Ángel Fenoll Mora,José Antonio Ballina Avilés,Eduardo Vélez Díez,José Emilio Blanco Cabezón,José Ángel Ruiz López,,,
0,1993,Compostela,Real Burgos,3-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,José Antonio Quiroga Fernández,Félix Santamaría Ordóñez,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,José Ángel Ruiz López,Eduardo Vélez Díez,Juan José Rodríguez Aguado,Lucio Arnáiz Sanjuán,José Antonio Ballina Avilés,,,
0,1993,Real Burgos,Mallorca,1-2,José Ignacio García Sendín,Javier Olaizola Rodríguez,Lucio Arnáiz Sanjuán,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,José Antonio Quiroga Fernández,Julen del Val Zenarruzabieta,Félix Santamaría Ordóñez,Luis Fernando Fernández Rodríguez,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,José Antonio Ballina Avilés,Juan José Rodríguez Aguado,,,
0,1993,Atlético Marbella,Real Burgos,2-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Lucio Arnáiz Sanjuán,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,José Antonio Quiroga Fernández,Félix Santamaría Ordóñez,José Manuel Freire Chapela,José Ángel Ruiz López,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,José Antonio Ballina Avilés,,,
0,1993,Real Burgos,Toledo,1-2,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,Luis Fernando Fernández Rodríguez,José Antonio Quiroga Fernández,Julen del Val Zenarruzabieta,Félix Santamaría Ordóñez,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Juan José Rodríguez Aguado,José Antonio Ballina Avilés,,,
0,1993,Athletic Club B,Real Burgos,2-1,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,Luis Fernando Fernández Rodríguez,José Antonio Quiroga Fernández,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,José Antonio Ballina Avilés,José Emilio Blanco Cabezón,José Ángel Ruiz López,,,
1,1993,Real Burgos,Palamós,1-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,Ángel Barrientos Pastrana,José Antonio Quiroga Fernández,Félix Santamaría Ordóñez,Julen del Val Zenarruzabieta,Luis Fernando Fernández Rodríguez,José Antonio Ballina Avilés,Eduardo Vélez Díez,Juan José Rodríguez Aguado,Lucio Arnáiz Sanjuán,José Manuel Freire Chapela,,,
0,1993,Barcelona B,Real Burgos,3-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Lucio Arnáiz Sanjuán,Javier Bengoetxea Iparraguirre,José Manuel Freire Chapela,Luis Fernando Fernández Rodríguez,José Antonio Quiroga Fernández,Julen del Val Zenarruzabieta,Félix Santamaría Ordóñez,Eduardo Vélez Díez,Gustavo Oviedo Garrido,Emilio Ángel Fenoll Mora,Juan José Rodríguez Aguado,,,
1,1993,Real Burgos,Badajoz,2-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,José Manuel Freire Chapela,Félix Santamaría Ordóñez,Julen del Val Zenarruzabieta,José Antonio Quiroga Fernández,Luis Fernando Fernández Rodríguez,José Ángel Ruiz López,Diego de la Peña Gutiérrez,Lucio Arnáiz Sanjuán,,,
0,1993,Murcia,Real Burgos,3-1,José Ignacio García Sendín,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Lucio Arnáiz Sanjuán,Javier Bengoetxea Iparraguirre,José Manuel Freire Chapela,Julen del Val Zenarruzabieta,Luis Fernando Fernández Rodríguez,José Antonio Quiroga Fernández,Félix Santamaría Ordóñez,José Ángel Ruiz López,Diego de la Peña Gutiérrez,Gustavo Oviedo Garrido,,,
1,1993,Real Burgos,Castellón,1-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,Lucio Arnáiz Sanjuán,Antonio Doncel Valcárcel,José Antonio Quiroga Fernández,Félix Santamaría Ordóñez,Julen del Val Zenarruzabieta,Luis Fernando Fernández Rodríguez,José Ángel Ruiz López,José Emilio Blanco Cabezón,Emilio Ángel Fenoll Mora,,,
0,1993,Cádiz,Real Burgos,2-1,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Lucio Arnáiz Sanjuán,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Luis Fernando Fernández Rodríguez,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,José Ángel Ruiz López,Eduardo Vélez Díez,Diego de la Peña Gutiérrez,José Antonio Ballina Avilés,,,
0,1993,Real Burgos,Leganés,1-1,José Ignacio García Sendín,Javier Olaizola Rodríguez,Antonio Doncel Valcárcel,Lucio Arnáiz Sanjuán,José Antonio Quiroga Fernández,José Emilio Blanco Cabezón,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Luis Fernando Fernández Rodríguez,José Ángel Ruiz López,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,Ángel Barrientos Pastrana,,,
0,1993,Real Madrid B,Real Burgos,4-1,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Lucio Arnáiz Sanjuán,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,José Manuel Freire Chapela,José Antonio Ballina Avilés,José Ángel Ruiz López,Eduardo Vélez Díez,Gustavo Oviedo Garrido,Emilio Ángel Fenoll Mora,,,
0,1993,Real Burgos,Betis,0-2,José Ignacio García Sendín,Javier Olaizola Rodríguez,Ángel Barrientos Pastrana,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Jesús María Bastida Montoya,,,,
0,1993,Eibar,Real Burgos,3-0,José Ignacio García Sendín,Javier Olaizola Rodríguez,Lucio Arnáiz Sanjuán,Antonio Doncel Valcárcel,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Emilio Ángel Fenoll Mora,José Ángel Ruiz López,Eduardo Vélez Díez,Gustavo Oviedo Garrido,Jesús María Bastida Montoya,,,
